 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,5755742,3,1,0,0,0,0,0,0,0,0,0,0,0,0.694958183,1918580.667,3303050.024,5732591,28,5755742,2877871,4037183.741,5732591,23151,0,0,0,0,0,0,0,0,0,104,40,0.521218637,0.173739546,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0,0,0,0,0,0,0,0,BENIGN
443,60499563,15,13,1025,4234,717,0,68.33333333,187.6637063,1448,0,325.6923077,549.5494192,86.92624772,0.46281326,2240724.556,4225272.828,10000000,9,60500000,4321397.357,5140269.489,10100000,68,60400000,5037376.333,5232999.992,10100000,48,0,0,0,0,488,424,0.247935675,0.214877585,0,1448,181.3448276,405.8691094,164729.734,0,0,0,1,0,0,0,0,0,187.8214286,68.33333333,325.6923077,488,0,0,0,0,0,0,15,1025,13,4234,29200,115,3,32,85717.16667,82954.43106,254989,50561,9997523.5,45695.86259,10000000,9921576,BENIGN
443,60900310,16,14,845,5864,528,0,52.8125,138.2062318,1448,0,418.8571429,605.2505975,110.1636428,0.49260833,2100010.69,4112014.857,10000000,10,60900000,4060020.667,5091248.878,10100000,68,60800000,4677876.769,5215373.559,10100000,49,0,0,0,0,520,456,0.262724443,0.229883887,0,1448,216.4193548,450.8373524,203254.3183,0,0,0,1,0,0,0,0,0,223.6333333,52.8125,418.8571429,520,0,0,0,0,0,0,16,845,14,5864,29200,114,3,32,139542,126550.4641,397862,87722,10000000,25510.03145,10000000,9960003,BENIGN
443,60767832,17,14,958,5498,650,0,56.35294118,161.5382854,2896,0,392.7142857,815.9361239,106.2404201,0.510138325,2025594.4,4062765.228,10000000,1,60800000,3797989.5,5007219.378,10100000,67,60700000,4670522.154,5204491.119,10100000,215,0,0,0,0,552,456,0.279753275,0.23038505,0,2896,201.75,567.4765307,322029.6129,0,0,0,1,0,0,0,0,0,208.2580645,56.35294118,392.7142857,552,0,0,0,0,0,0,17,958,14,5498,29200,115,3,32,83879.83333,80960.74459,249140,50653,10000000,27810.98239,10000000,9959991,BENIGN
443,60342344,15,12,833,3880,522,0,55.53333333,140.4903996,1631,0,323.3333333,604.7429707,78.10435736,0.447446987,2320859.385,4274329.805,10000000,3,60300000,4310167.429,5127513.035,10100000,67,60300000,5481048.727,5217272.635,10100000,213,0,0,0,0,488,392,0.248581659,0.198865327,0,1631,168.3214286,421.9300498,178024.9669,0,0,0,1,0,0,0,0,0,174.5555556,55.53333333,323.3333333,488,0,0,0,0,0,0,15,833,12,3880,29200,114,3,32,84442.66667,82224.67235,252283,50783,9972594.833,102378.0188,10000000,9770938,BENIGN
443,60606426,17,14,767,5575,453,0,45.11764706,117.7454258,1448,0,398.2142857,586.484596,104.6423691,0.511496916,2020214.2,4066262.411,10000000,10,60600000,3787901.625,5016217.61,10100000,70,60600000,4658130.231,5211008.37,10100000,48,0,0,0,0,552,456,0.280498309,0.230998607,0,1448,198.1875,428.4669926,183583.9637,0,0,0,1,0,0,0,0,0,204.5806452,45.11764706,398.2142857,552,0,0,0,0,0,0,17,767,14,5575,29200,114,3,32,83451,80664.68115,248107,50391,10000000,27816.22331,10000000,9959966,BENIGN
443,61200519,16,14,732,4149,429,0,45.75,114.8207298,1448,0,296.3571429,536.0121421,79.75422561,0.490191921,2110362.724,4110319.103,10000000,9,61200000,4080034.6,5054467.821,10100000,66,61100000,4703808,5175932.578,10100000,49,0,0,0,0,520,456,0.261435691,0.22875623,0,1448,157.4516129,384.1582867,147577.5892,0,0,0,1,0,0,0,0,0,162.7,45.75,296.3571429,520,0,0,0,0,0,0,16,732,14,4149,29200,122,3,32,84763.16667,83054.31593,254297,50776,10000000,27681.03259,10000000,9960004,BENIGN
443,60992611,17,15,776,5765,466,0,45.64705882,120.2772532,1448,0,384.3333333,590.1504247,107.2424986,0.524653716,1967503.581,4008065.926,10000000,1,61000000,3812038.188,5018920.729,10100000,100,60900000,4350620.357,5172433.351,10100000,191,0,0,0,0,552,488,0.278722287,0.245931429,0,1448,198.2121212,435.242372,189435.9223,0,0,0,1,0,0,0,0,0,204.40625,45.64705882,384.3333333,552,0,0,0,0,0,0,17,776,15,5765,29200,114,3,32,133717.1667,122339.0527,383440,83540,10000000,27410.83552,10000000,9960032,BENIGN
443,115406038,22,19,956,6193,588,0,43.45454545,131.2996309,1448,0,325.9473684,569.4773894,61.94649885,0.355267373,2885150.95,4515885.219,10000000,4,115000000,5495525.619,4993689.992,10000000,4,111000000,6140923.278,5034531.371,10000000,48,0,0,0,0,712,616,0.190631274,0.1646361,0,1448,170.2142857,414.4577731,171775.2456,0,0,0,1,0,0,0,0,0,174.3658537,43.45454545,325.9473684,712,0,0,0,0,0,0,22,956,19,6193,29200,127,4,32,27014.72727,16111.1464,75590,21969,10000000,9515.569119,10000000,9997047,BENIGN
443,115377691,21,17,941,4416,570,0,44.80952381,130.6949192,1882,0,259.7647059,573.498423,46.43011967,0.329353098,3118315.973,4615405.388,10000000,4,115000000,5768884.55,4952531.028,10000000,4,111000000,6912736.188,4799075.113,10000000,226,0,0,0,0,680,552,0.182010923,0.147342176,0,1882,137.3589744,399.2586872,159407.4993,0,0,0,1,0,0,0,0,0,140.9736842,44.80952381,259.7647059,680,0,0,0,0,0,0,21,941,17,4416,29200,1008,4,32,36369.81818,42196.65276,163597,23483,10000000,19403.21377,10000000,9960003,BENIGN
53,471,1,1,98,180,98,98,98,0,180,180,180,0,590233.5456,4246.284501,471,0,471,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2123.142251,2123.142251,98,180,125.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,188,98,180,32,0,0,0,0,0,0,1,98,1,180,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,23839,1,1,37,122,37,37,37,0,122,122,122,0,6669.742858,83.89613658,23839,0,23839,23839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,41.94806829,41.94806829,37,122,65.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,98,37,122,32,0,0,0,0,0,0,1,37,1,122,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,23875,1,1,44,121,44,44,44,0,121,121,121,0,6910.994764,83.76963351,23875,0,23875,23875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,41.88481675,41.88481675,44,121,69.66666667,44.45597073,1976.333333,0,0,0,0,0,0,0,0,1,104.5,44,121,32,0,0,0,0,0,0,1,44,1,121,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,60857,1,1,44,108,44,44,44,0,108,108,108,0,2497.658445,32.86392691,60857,0,60857,60857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,16.43196346,16.43196346,44,108,65.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,98,44,108,32,0,0,0,0,0,0,1,44,1,108,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,120806,1,1,43,229,43,43,43,0,229,229,229,0,2251.543797,16.5554691,120806,0,120806,120806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,8.27773455,8.27773455,43,229,105,107.3871501,11532,0,0,0,0,0,0,0,0,1,157.5,43,229,32,0,0,0,0,0,0,1,43,1,229,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,92706,1,1,43,279,43,43,43,0,279,279,279,0,3473.345846,21.57357668,92706,0,92706,92706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.78678834,10.78678834,43,279,121.6666667,136.2546635,18565.33333,0,0,0,0,0,0,0,0,1,182.5,43,279,32,0,0,0,0,0,0,1,43,1,279,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,24007,1,1,44,125,44,44,44,0,125,125,125,0,7039.613446,83.30903486,24007,0,24007,24007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,41.65451743,41.65451743,44,125,71,46.7653718,2187,0,0,0,0,0,0,0,0,1,106.5,44,125,32,0,0,0,0,0,0,1,44,1,125,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,130844,1,1,40,165,40,40,40,0,165,165,165,0,1566.751246,15.28537801,130844,0,130844,130844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,7.642689004,7.642689004,40,165,81.66666667,72.16878365,5208.333333,0,0,0,0,0,0,0,0,1,122.5,40,165,32,0,0,0,0,0,0,1,40,1,165,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,96437,1,1,47,209,47,47,47,0,209,209,209,0,2654.582785,20.738928,96437,0,96437,96437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.369464,10.369464,47,209,101,93.53074361,8748,0,0,0,0,0,0,0,0,1,151.5,47,209,32,0,0,0,0,0,0,1,47,1,209,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,203398,1,1,40,123,40,40,40,0,123,123,123,0,801.3844777,9.832938377,203398,0,203398,203398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4.916469188,4.916469188,40,123,67.66666667,47.92007234,2296.333333,0,0,0,0,0,0,0,0,1,101.5,40,123,32,0,0,0,0,0,0,1,40,1,123,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,506,1,1,44,112,44,44,44,0,112,112,112,0,308300.3953,3952.56917,506,0,506,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,1976.284585,1976.284585,44,112,66.66666667,39.2598183,1541.333333,0,0,0,0,0,0,0,0,1,100,44,112,32,0,0,0,0,0,0,1,44,1,112,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,1875342,2,2,84,340,47,37,42,7.071067812,255,85,170,120.2081528,226.0920941,2.132944284,625114,990110.7201,1768367,46511,1814878,1814878,0,1814878,1814878,1828831,1828831,0,1828831,1828831,0,0,0,0,64,64,1.066472142,1.066472142,37,255,94.2,91.74529961,8417.2,0,0,0,0,0,0,0,0,1,117.75,42,170,64,0,0,0,0,0,0,2,84,2,340,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,499,1,1,81,159,81,81,81,0,159,159,159,0,480961.9238,4008.016032,499,0,499,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2004.008016,2004.008016,81,159,107,45.033321,2028,0,0,0,0,0,0,0,0,1,160.5,81,159,32,0,0,0,0,0,0,1,81,1,159,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,64612,1,1,44,108,44,44,44,0,108,108,108,0,2352.504179,30.95400235,64612,0,64612,64612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,15.47700118,15.47700118,44,108,65.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,98,44,108,32,0,0,0,0,0,0,1,44,1,108,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,46675,1,1,40,235,40,40,40,0,235,235,235,0,5891.805035,42.84949116,46675,0,46675,46675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21.42474558,21.42474558,40,235,105,112.5833025,12675,0,0,0,0,0,0,0,0,1,157.5,40,235,32,0,0,0,0,0,0,1,40,1,235,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,2045398,2,2,89,360,50,39,44.5,7.778174593,249,111,180,97.5807358,219.5171795,1.955609617,681799.3333,1120883.016,1975472,510,1975982,1975982,0,1975982,1975982,2044888,2044888,0,2044888,2044888,0,0,0,0,64,64,0.977804809,0.977804809,39,249,99.8,88.09483526,7760.7,0,0,0,0,0,0,0,0,1,124.75,44.5,180,64,0,0,0,0,0,0,2,89,2,360,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,120667,1,1,46,187,46,46,46,0,187,187,187,0,1930.933892,16.57453985,120667,0,120667,120667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,8.287269925,8.287269925,46,187,93,81.40638796,6627,0,0,0,0,0,0,0,0,1,139.5,46,187,32,0,0,0,0,0,0,1,46,1,187,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,1378173,2,2,83,249,44,39,41.5,3.535533906,129,120,124.5,6.363961031,240.898639,2.902393241,459391,735031.7085,1308034,23871,1331905,1331905,0,1331905,1331905,1354302,1354302,0,1354302,1354302,0,0,0,0,72,72,1.45119662,1.45119662,39,129,75.2,45.16303798,2039.7,0,0,0,0,0,0,0,0,1,94,41.5,124.5,72,0,0,0,0,0,0,2,83,2,249,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,188313,1,1,41,92,41,41,41,0,92,92,92,0,706.2709425,10.62061568,188313,0,188313,188313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,5.310307839,5.310307839,41,92,58,29.44486373,867,0,0,0,0,0,0,0,0,1,87,41,92,32,0,0,0,0,0,0,1,41,1,92,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,23507,1,1,44,108,44,44,44,0,108,108,108,0,6466.159016,85.08103969,23507,0,23507,23507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,42.54051985,42.54051985,44,108,65.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,98,44,108,32,0,0,0,0,0,0,1,44,1,108,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,93882,1,1,43,181,43,43,43,0,181,181,181,0,2385.973882,21.30333823,93882,0,93882,93882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.65166912,10.65166912,43,181,89,79.67433715,6348,0,0,0,0,0,0,0,0,1,133.5,43,181,32,0,0,0,0,0,0,1,43,1,181,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,79248,1,1,37,165,37,37,37,0,165,165,165,0,2548.960226,25.23722996,79248,0,79248,79248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,12.61861498,12.61861498,37,165,79.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,119.5,37,165,32,0,0,0,0,0,0,1,37,1,165,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,489,1,1,52,113,52,52,52,0,113,113,113,0,337423.3129,4089.97955,489,0,489,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2044.989775,2044.989775,52,113,72.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,108.5,52,113,32,0,0,0,0,0,0,1,52,1,113,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,47078,1,1,50,178,50,50,50,0,178,178,178,0,4843.026467,42.4826883,47078,0,47078,47078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21.24134415,21.24134415,50,178,92.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,139,50,178,32,0,0,0,0,0,0,1,50,1,178,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,525,1,1,78,160,78,78,78,0,160,160,160,0,453333.3333,3809.52381,525,0,525,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,1904.761905,1904.761905,78,160,105.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,158,78,160,32,0,0,0,0,0,0,1,78,1,160,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
53,24280,2,2,66,220,33,33,33,0,110,110,110,0,11779.24217,164.7446458,8093.333333,14014.60047,24276,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,64,82.3723229,82.3723229,33,110,63.8,42.17463693,1778.7,0,0,0,0,0,0,0,0,1,79.75,33,110,64,0,0,0,0,0,0,2,66,2,220,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,79661,2,2,52,308,26,26,26,0,154,154,154,0,4519.149898,50.21277664,26553.66667,45986.23762,79654,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,40,25.10638832,25.10638832,26,154,77.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,96.5,26,154,64,0,0,0,0,0,0,2,52,2,308,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,61210,2,2,66,194,33,33,33,0,97,97,97,0,4247.671949,65.34879922,20403.33333,35334.41384,61204,2,4,4,0,4,4,2,2,0,2,2,0,0,0,0,64,64,32.67439961,32.67439961,33,97,58.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,73.25,33,97,64,0,0,0,0,0,0,2,66,2,194,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,106682,2,2,64,250,32,32,32,0,125,125,125,0,2943.326897,37.49461015,35560.66667,61587.68527,106676,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,18.74730507,18.74730507,32,125,69.2,50.93819785,2594.7,0,0,0,0,0,0,0,0,1,86.5,32,125,64,0,0,0,0,0,0,2,64,2,250,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,118800,2,2,58,192,29,29,29,0,96,96,96,0,2104.377104,33.67003367,39600,68574.48977,118783,3,14,14,0,14,14,3,3,0,3,3,0,0,0,0,64,64,16.83501684,16.83501684,29,96,55.8,36.69741135,1346.7,0,0,0,0,0,0,0,0,1,69.75,29,96,64,0,0,0,0,0,0,2,58,2,192,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,24111,2,2,78,234,39,39,39,0,117,117,117,0,12940.1518,165.899382,8037,13869.42028,24052,4,55,55,0,55,55,4,4,0,4,4,0,0,0,0,64,64,82.94969101,82.94969101,39,117,70.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,87.75,39,117,64,0,0,0,0,0,0,2,78,2,234,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,97550,2,2,72,232,36,36,36,0,116,116,116,0,3116.350589,41.00461302,32516.66667,56317.05467,97546,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,64,20.50230651,20.50230651,36,116,68,43.8178046,1920,0,0,0,0,0,0,0,0,1,85,36,116,64,0,0,0,0,0,0,2,72,2,232,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,203780,2,2,58,224,29,29,29,0,112,112,112,0,1383.845323,19.62901168,67926.66667,117646.3757,203773,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,9.81450584,9.81450584,29,112,62.2,45.46097227,2066.7,0,0,0,0,0,0,0,0,1,77.75,29,112,64,0,0,0,0,0,0,2,58,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,121996,2,2,64,280,32,32,32,0,140,140,140,0,2819.764582,32.78796026,40665.33333,70430.95935,121992,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,40,16.39398013,16.39398013,32,140,75.2,59.15403621,3499.2,0,0,0,0,0,0,0,0,1,94,32,140,64,0,0,0,0,0,0,2,64,2,280,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,24396,2,2,66,228,33,33,33,0,114,114,114,0,12051.15593,163.9613051,8132,14081.5731,24392,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,64,81.98065257,81.98065257,33,114,65.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,81.75,33,114,64,0,0,0,0,0,0,2,66,2,228,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,188727,2,2,60,162,30,30,30,0,81,81,81,0,1176.302278,21.19463564,62909,108956.3881,188721,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,10.59731782,10.59731782,30,81,50.4,27.93385043,780.3,0,0,0,0,0,0,0,0,1,63,30,81,64,0,0,0,0,0,0,2,60,2,162,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,9492449,6,4,714,1598,349,0,119,177.3989853,796,0,399.5,457.8453159,243.5620144,1.05346892,1054716.556,3107034.356,9340003,66,9492449,1898489.8,4160041.388,9340003,66,71751,23917,23179.50713,47086,727,0,0,0,0,132,92,0.632081352,0.421387568,0,796,210.1818182,319.9446259,102364.5636,0,0,0,1,0,0,0,0,0,231.2,119,399.5,132,0,0,0,0,0,0,6,714,4,1598,8192,290,5,20,152446,0,152446,152446,9340003,0,9340003,9340003,BENIGN
53,87503,2,2,60,264,30,30,30,0,132,132,132,0,3702.730192,45.71271842,29167.66667,50514.68445,87497,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,64,22.85635921,22.85635921,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30,132,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,71691,2,2,70,260,35,35,35,0,130,130,130,0,4603.088254,55.79500914,23897,41384.75597,71684,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,64,27.89750457,27.89750457,35,130,73,52.03364296,2707.5,0,0,0,0,0,0,0,0,1,91.25,35,130,64,0,0,0,0,0,0,2,70,2,260,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,47485,2,2,78,334,39,39,39,0,167,167,167,0,8676.424134,84.23712751,15828.33333,27408.54933,47477,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,42.11856376,42.11856376,39,167,90.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,112.75,39,167,64,0,0,0,0,0,0,2,78,2,334,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,23895,2,2,66,194,33,33,33,0,97,97,97,0,10880.93743,167.3990375,7965,13790.58853,23889,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,83.69951873,83.69951873,33,97,58.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,73.25,33,97,64,0,0,0,0,0,0,2,66,2,194,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,24290,2,2,66,218,33,33,33,0,109,109,109,0,11692.05434,164.6768217,8096.666667,13981.42254,24241,1,1,1,0,1,1,48,48,0,48,48,0,0,0,0,64,64,82.33841087,82.33841087,33,109,63.4,41.62691437,1732.8,0,0,0,0,0,0,0,0,1,79.25,33,109,64,0,0,0,0,0,0,2,66,2,218,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,47197,2,2,58,448,29,29,29,0,224,224,224,0,10721.0204,84.75114944,15732.33333,27243.13848,47190,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,42.37557472,42.37557472,29,224,107,106.8058987,11407.5,0,0,0,0,0,0,0,0,1,133.75,29,224,64,0,0,0,0,0,0,2,58,2,448,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,132064,2,2,58,192,29,29,29,0,96,96,96,0,1893.021565,30.28834504,44021.33333,76243.72186,132060,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,64,15.14417252,15.14417252,29,96,55.8,36.69741135,1346.7,0,0,0,0,0,0,0,0,1,69.75,29,96,64,0,0,0,0,0,0,2,58,2,192,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,60768,2,2,60,344,30,30,30,0,172,172,172,0,6648.235914,65.82411796,20256,34956.3215,60620,3,145,145,0,145,145,3,3,0,3,3,0,0,0,0,40,64,32.91205898,32.91205898,30,172,86.8,77.77660317,6049.2,0,0,0,0,0,0,0,0,1,108.5,30,172,40,0,0,0,0,0,0,2,60,2,344,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,24232,2,2,52,222,26,26,26,0,111,111,111,0,11307.36217,165.0709805,8077.333333,13986.88766,24228,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,64,82.53549026,82.53549026,26,111,60,46.55641739,2167.5,0,0,0,0,0,0,0,0,1,75,26,111,64,0,0,0,0,0,0,2,52,2,222,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,32885,1,1,0,0,0,0,0,0,0,0,0,0,0,60.81800213,32885,0,32885,32885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,30.40900106,30.40900106,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,324,1016,0,32,0,0,0,0,0,0,0,0,BENIGN
53,65056,2,2,66,194,33,33,33,0,97,97,97,0,3996.556813,61.48548942,21685.33333,37516.80429,65006,3,47,47,0,47,47,3,3,0,3,3,0,0,0,0,64,64,30.74274471,30.74274471,33,97,58.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,73.25,33,97,64,0,0,0,0,0,0,2,66,2,194,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,95982,2,2,60,130,30,30,30,0,65,65,65,0,1979.53783,41.67448063,31994,55411.76944,95978,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,64,20.83724032,20.83724032,30,65,44,19.17028951,367.5,0,0,0,0,0,0,0,0,1,55,30,65,64,0,0,0,0,0,0,2,60,2,130,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
443,1,2,0,12,0,6,6,6,0,0,0,0,0,12000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,6,6,6,0,0,1,0,0,0,0,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,93254,2,2,64,536,32,32,32,0,268,268,268,0,6434.040363,42.89360242,31084.66667,53833.2938,93246,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,64,21.44680121,21.44680121,32,268,126.4,129.2625236,16708.8,0,0,0,0,0,0,0,0,1,158,32,268,64,0,0,0,0,0,0,2,64,2,536,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,46998,2,2,72,488,36,36,36,0,244,244,244,0,11915.40066,85.11000468,15666,27129.11182,46992,2,4,4,0,4,4,2,2,0,2,2,0,0,0,0,64,64,42.55500234,42.55500234,36,244,119.2,113.926292,12979.2,0,0,0,0,0,0,0,0,1,149,36,244,64,0,0,0,0,0,0,2,72,2,488,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
